Transformer,,,,
File Name,Frame Range,Ground Truth Gloss,Predicted Gloss,Match Status
continuous_1478_S7_strategy2.npz,4231–8442,MOTHER,MOTHER,TP
continuous_1478_S7_strategy2.npz,8442–12441,HARD OF HEARING,HARD OF HEARING,TP
continuous_1478_S7_strategy2.npz,10966–14600,—,NO SUGAR,FP
continuous_1478_S7_strategy2.npz,12441–17072,WRONG,WRONG,TP
continuous_1478_S7_strategy2.npz,17072–21337,WINE,WINE,TP
continuous_1478_S7_strategy2.npz,21337–25568,LIGHT,LIGHT,TP
continuous_1479_S7_strategy2.npz,0–4265,HOT,HOT,TP
continuous_1479_S7_strategy2.npz,2933–5900,—,SEVEN,FP
continuous_1479_S7_strategy2.npz,4265–8397,SEVEN,—,FN
continuous_1479_S7_strategy2.npz,8397–12629,MOTHER,MOTHER,TP
continuous_1479_S7_strategy2.npz,11800–14766,—,SHRIMP,FP
continuous_1479_S7_strategy2.npz,12629–16860,SHRIMP,—,FN
continuous_1479_S7_strategy2.npz,14766–17733,—,DECEMBER,FP
continuous_1479_S7_strategy2.npz,16860–21092,DECEMBER,—,FN
continuous_1479_S7_strategy2.npz,17733–23633,—,OCTOBER,FP
continuous_1479_S7_strategy2.npz,21092–25392,KNOW,KNOW,TP
continuous_1479_S7_strategy2.npz,25392–29557,ORANGE,ORANGE,TP
continuous_1480_S7_strategy2.npz,0–4298,COLD,COLD,TP
continuous_1480_S7_strategy2.npz,2633–5300,—,GOOD MORNING,FP
continuous_1480_S7_strategy2.npz,4298–8884,GOOD MORNING,—,FN
continuous_1480_S7_strategy2.npz,5300–7966,—,MILK,FP
continuous_1480_S7_strategy2.npz,8884–13064,DAUGHTER,DAUGHTER,TP
continuous_1480_S7_strategy2.npz,13064–17329,CHICKEN,CHICKEN,TP
continuous_1480_S7_strategy2.npz,17329–21560,WOMAN,WOMAN,TP
continuous_1481_S7_strategy2.npz,0–4231,NO SUGAR,NO SUGAR,TP
continuous_1481_S7_strategy2.npz,4231–8462,EGG,EGG,TP
continuous_1481_S7_strategy2.npz,8462–13027,DON'T KNOW,DON’T KNOW,TP
continuous_1481_S7_strategy2.npz,13027–17259,BROWN,BROWN,TP
continuous_1481_S7_strategy2.npz,17259–21391,FRIDAY,FRIDAY,TP
continuous_1482_S7_strategy2.npz,0–4299,FATHER,FATHER,TP
continuous_1482_S7_strategy2.npz,4299–8564,TEA,TEA,TP
continuous_1482_S7_strategy2.npz,8564–13043,GOOD EVENING,GOOD EVENING,TP
continuous_1482_S7_strategy2.npz,13043–17808,WRONG,WRONG,TP
continuous_1482_S7_strategy2.npz,16666–19433,—,EIGHT,FP
continuous_1482_S7_strategy2.npz,17808–22482,FOUR,FOUR,TP
continuous_1483_S7_strategy2.npz,0–4100,IM FINE,IM FINE,TP
continuous_1483_S7_strategy2.npz,2600–5233,—,SIX,FP
continuous_1483_S7_strategy2.npz,4100–8232,SIX,—,FN
continuous_1483_S7_strategy2.npz,5233–7833,—,NO,FP
continuous_1483_S7_strategy2.npz,8232–12497,GRAY,GRAY,TP
continuous_1483_S7_strategy2.npz,12497–16741,YESTERDAY,YESTERDAY,TP
continuous_1483_S7_strategy2.npz,16741–20940,GRANDFATHER,GRANDFATHER,TP
continuous_1484_S7_strategy2.npz,0–4231,EGG,EGG,TP
continuous_1484_S7_strategy2.npz,2366–4733,—,JANUARY,FP
continuous_1484_S7_strategy2.npz,4231–9201,DECEMBER,DECEMBER,TP
continuous_1484_S7_strategy2.npz,7100–9466,—,OCTOBER,FP
continuous_1484_S7_strategy2.npz,9201–13467,WRONG,WRONG,TP
continuous_1484_S7_strategy2.npz,11833–14233,—,WHITE,FP
continuous_1484_S7_strategy2.npz,13467–17699,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_1484_S7_strategy2.npz,16600–18966,—,MONDAY,FP
continuous_1484_S7_strategy2.npz,17699–21945,UNCLE,UNCLE,TP
continuous_1484_S7_strategy2.npz,21945–26044,NINE,NINE,TP
continuous_1485_S7_strategy2.npz,0–4565,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_1485_S7_strategy2.npz,3333–6666,—,GIRL,FP
continuous_1485_S7_strategy2.npz,4565–8830,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_1485_S7_strategy2.npz,8830–13195,EIGHT,EIGHT,TP
continuous_1485_S7_strategy2.npz,13195–17408,GRANDFATHER,GRANDFATHER,TP
continuous_1485_S7_strategy2.npz,16666–20000,—,TUESDAY,FP
continuous_1485_S7_strategy2.npz,17408–22345,TUESDAY,—,FN
continuous_1485_S7_strategy2.npz,20000–23333,—,AUNTIE,FP
continuous_1485_S7_strategy2.npz,22345–26644,YELLOW,YELLOW,TP
continuous_1486_S7_strategy2.npz,0–4622,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_1486_S7_strategy2.npz,3100–6200,—,YESTERDAY,FP
continuous_1486_S7_strategy2.npz,4622–8866,YESTERDAY,—,FN
continuous_1486_S7_strategy2.npz,6200–9300,—,DARK,FP
continuous_1486_S7_strategy2.npz,8866–13131,CRAB,CRAB,TP
continuous_1486_S7_strategy2.npz,12400–15500,—,DON’T KNOW,FP
continuous_1486_S7_strategy2.npz,13131–17363,UNCLE,UNCLE,TP
continuous_1486_S7_strategy2.npz,17363–21994,SLOW,SLOW,TP
continuous_1487_S7_strategy2.npz,0–4065,DEAF,—,FN
continuous_1487_S7_strategy2.npz,3100–6200,—,OCTOBER,FP
continuous_1487_S7_strategy2.npz,4065–9035,TUESDAY,TUESDAY,TP
continuous_1487_S7_strategy2.npz,9035–13266,LONGANISA,LONGANISA,TP
continuous_1487_S7_strategy2.npz,13266–17780,GOOD EVENING,GOOD EVENING,TP
continuous_1487_S7_strategy2.npz,17780–22011,VIOLET,VIOLET,TP
continuous_1488_S7_strategy2.npz,0–4133,SLOW,SLOW,TP
continuous_1488_S7_strategy2.npz,3366–6766,—,JUICE,FP
continuous_1488_S7_strategy2.npz,4133–8741,JANUARY,JANUARY,TP
continuous_1488_S7_strategy2.npz,8741–12972,WHITE,—,FN
continuous_1488_S7_strategy2.npz,12972–17558,GOOD MORNING,GOOD MORNING,TP
continuous_1488_S7_strategy2.npz,13533–16900,—,WHITE,FP
continuous_1488_S7_strategy2.npz,17558–21823,HARD OF HEARING,HARD OF HEARING,TP
continuous_1488_S7_strategy2.npz,21823–26431,SIX,SIX,TP
continuous_1488_S7_strategy2.npz,26431–30675,FRIDAY,FRIDAY,TP
continuous_1489_S7_strategy2.npz,0–4937,MAY,MAY,TP
continuous_1489_S7_strategy2.npz,3700–7433,—,FEBRUARY,FP
continuous_1489_S7_strategy2.npz,4937–9380,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_1489_S7_strategy2.npz,9380–13645,COFFEE,COFFEE,TP
continuous_1489_S7_strategy2.npz,13645–17876,WHITE,WHITE,TP
continuous_1489_S7_strategy2.npz,17876–22583,FAST,FAST,TP
continuous_1490_S7_strategy2.npz,0–4231,DEAF,DEAF,TP
continuous_1490_S7_strategy2.npz,4231–8630,MEAT,MEAT,TP
continuous_1490_S7_strategy2.npz,6900–10333,—,HOW ARE YOU,FP
continuous_1490_S7_strategy2.npz,8630–13037,HOW ARE YOU,—,FN
continuous_1490_S7_strategy2.npz,10333–13800,—,BREAD,FP
continuous_1490_S7_strategy2.npz,13037–17702,SLOW,SLOW,TP
continuous_1490_S7_strategy2.npz,17702–21967,COLD,COLD,TP
continuous_1490_S7_strategy2.npz,21967–26211,SATURDAY,SATURDAY,TP
continuous_1490_S7_strategy2.npz,26211–31280,SEVEN,SEVEN,TP
continuous_1491_S7_strategy2.npz,0–4265,MARRIED,MARRIED,TP
continuous_1491_S7_strategy2.npz,4265–8519,THURSDAY,THURSDAY,TP
continuous_1491_S7_strategy2.npz,8519–12750,CHICKEN,—,FN
continuous_1491_S7_strategy2.npz,9000–15000,—,MILK,FP
continuous_1491_S7_strategy2.npz,12750–17720,OCTOBER,—,FN
continuous_1491_S7_strategy2.npz,15000–18000,—,CHICKEN,FP
continuous_1491_S7_strategy2.npz,17720–22152,GRANDMOTHER,GRANDMOTHER,TP
continuous_1491_S7_strategy2.npz,18000–21000,—,OCTOBER,FP
continuous_1491_S7_strategy2.npz,22152–26924,THREE,THREE,TP
continuous_1492_S7_strategy2.npz,0–4765,YOURE WELCOME,YOURE WELCOME,TP
continuous_1492_S7_strategy2.npz,4765–9043,MOTHER,MOTHER,TP
continuous_1492_S7_strategy2.npz,9043–14013,NOVEMBER,NOVEMBER,TP
continuous_1492_S7_strategy2.npz,11666–15566,—,SLOW,FP
continuous_1492_S7_strategy2.npz,14013–18644,SLOW,—,FN
continuous_1492_S7_strategy2.npz,15566–19466,—,JUICE,FP
continuous_1492_S7_strategy2.npz,18644–22909,JUICE,—,FN
continuous_1492_S7_strategy2.npz,22909–27174,BREAD,BREAD,TP
continuous_1492_S7_strategy2.npz,27174–31405,DARK,DARK,TP
continuous_1493_S7_strategy2.npz,0–4232,THURSDAY,THURSDAY,TP
continuous_1493_S7_strategy2.npz,3066–6166,—,JANUARY,FP
continuous_1493_S7_strategy2.npz,4232–9169,MAY,MAY,TP
continuous_1493_S7_strategy2.npz,9169–13400,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_1493_S7_strategy2.npz,13400–18098,YES,—,FN
continuous_1493_S7_strategy2.npz,15433–18533,—,MILK,FP
continuous_1493_S7_strategy2.npz,18098–22363,GRAY,GRAY,TP
continuous_1493_S7_strategy2.npz,18533–21600,—,YES,FP
continuous_1493_S7_strategy2.npz,22363–26949,YOURE WELCOME,YOURE WELCOME,TP
continuous_1493_S7_strategy2.npz,26949–31148,BREAD,BREAD,TP
continuous_1494_S7_strategy2.npz,0–4231,LIGHT,LIGHT,TP
continuous_1494_S7_strategy2.npz,2633–5266,—,SUNDAY,FP
continuous_1494_S7_strategy2.npz,4231–8475,FATHER,FATHER,TP
continuous_1494_S7_strategy2.npz,8475–12742,THURSDAY,THURSDAY,TP
continuous_1494_S7_strategy2.npz,12742–17074,TEA,TEA,TP
continuous_1494_S7_strategy2.npz,13200–15833,—,JUICE,FP
continuous_1494_S7_strategy2.npz,17074–21407,WRONG,WRONG,TP
continuous_1494_S7_strategy2.npz,21407–26344,JULY,JULY,TP
continuous_1495_S7_strategy2.npz,0–4970,OCTOBER,OCTOBER,TP
continuous_1495_S7_strategy2.npz,3100–6200,—,NOVEMBER,FP
continuous_1495_S7_strategy2.npz,4970–9102,SHRIMP,SHRIMP,TP
continuous_1495_S7_strategy2.npz,9102–13367,SUGAR,SUGAR,TP
continuous_1495_S7_strategy2.npz,13367–17612,GRANDFATHER,GRANDFATHER,TP
continuous_1495_S7_strategy2.npz,17612–22090,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_1496_S7_strategy2.npz,0–4199,BOY,BOY,TP
continuous_1496_S7_strategy2.npz,2933–5900,—,IM FINE,FP
continuous_1496_S7_strategy2.npz,4199–8785,IM FINE,—,FN
continuous_1496_S7_strategy2.npz,5900–8866,—,HOW ARE YOU,FP
continuous_1496_S7_strategy2.npz,8785–12984,SPAGHETTI,SPAGHETTI,TP
continuous_1496_S7_strategy2.npz,11833–14800,—,COLD,FP
continuous_1496_S7_strategy2.npz,12984–17921,JUNE,JUNE,TP
continuous_1496_S7_strategy2.npz,17921–22644,WRONG,WRONG,TP
continuous_1496_S7_strategy2.npz,22644–26890,GRANDMOTHER,GRANDMOTHER,TP
continuous_1497_S7_strategy2.npz,0–4608,FEBRUARY,FEBRUARY,TP
continuous_1497_S7_strategy2.npz,2800–5600,—,PINK,FP
continuous_1497_S7_strategy2.npz,4608–9380,TEN,TEN,TP
continuous_1497_S7_strategy2.npz,8433–11233,—,KNOW,FP
continuous_1497_S7_strategy2.npz,9380–13978,DON'T KNOW,DON’T KNOW,TP
continuous_1497_S7_strategy2.npz,13978–18224,DAUGHTER,DAUGHTER,TP
continuous_1497_S7_strategy2.npz,16866–19666,—,COFFEE,FP
continuous_1497_S7_strategy2.npz,18224–22423,SUGAR,SUGAR,TP
continuous_1498_S7_strategy2.npz,0–4299,SON,SON,TP
continuous_1498_S7_strategy2.npz,2400–4833,—,DAUGHTER,FP
continuous_1498_S7_strategy2.npz,4299–8897,KNOW,KNOW,TP
continuous_1498_S7_strategy2.npz,7266–9666,—,OCTOBER,FP
continuous_1498_S7_strategy2.npz,8897–13867,OCTOBER,—,FN
continuous_1498_S7_strategy2.npz,9666–12100,—,MARCH,FP
continuous_1498_S7_strategy2.npz,12100–16933,—,OCTOBER,FP
continuous_1498_S7_strategy2.npz,13867–18837,ONE,ONE,TP
continuous_1498_S7_strategy2.npz,18837–23102,SHRIMP,SHRIMP,TP
continuous_1498_S7_strategy2.npz,23102–27367,BOY,BOY,TP
continuous_1498_S7_strategy2.npz,27367–31432,TEA,TEA,TP
continuous_1499_S7_strategy2.npz,0–4970,JULY,JULY,TP
continuous_1499_S7_strategy2.npz,4970–9235,BLACK,—,FN
continuous_1499_S7_strategy2.npz,7833–13100,—,CHICKEN,FP
continuous_1499_S7_strategy2.npz,9235–13201,BLIND,—,FN
continuous_1499_S7_strategy2.npz,13100–15700,—,BLIND,FP
continuous_1499_S7_strategy2.npz,13201–17875,SEVEN,SEVEN,TP
continuous_1499_S7_strategy2.npz,17875–22174,THANK YOU,THANK YOU,TP
continuous_1499_S7_strategy2.npz,22174–26405,COLD,COLD,TP
continuous_1500_S7_strategy2.npz,0–4066,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_1500_S7_strategy2.npz,2500–5000,—,TEN,FP
continuous_1500_S7_strategy2.npz,4066–9003,TUESDAY,TUESDAY,TP
continuous_1500_S7_strategy2.npz,7500–10000,—,LONGANISA,FP
continuous_1500_S7_strategy2.npz,9003–13035,LONGANISA,—,FN
continuous_1500_S7_strategy2.npz,10000–12500,—,WEELCHAIR PERSON,FP
continuous_1500_S7_strategy2.npz,13035–17709,FIVE,FIVE,TP
continuous_1500_S7_strategy2.npz,17500–20000,—,AUGUST,FP
continuous_1500_S7_strategy2.npz,17709–22679,AUGUST,—,FN
continuous_1500_S7_strategy2.npz,20000–22500,—,JANUARY,FP
continuous_1500_S7_strategy2.npz,22500–25000,—,RED,FP
continuous_1500_S7_strategy2.npz,22679–27410,SLOW,SLOW,TP
continuous_1501_S7_strategy2.npz,0–4246,SON,SON,TP
continuous_1501_S7_strategy2.npz,2700–5400,—,DAUGHTER,FP
continuous_1501_S7_strategy2.npz,4246–9183,SEPTEMBER,SEPTEMBER,TP
continuous_1501_S7_strategy2.npz,9183–13349,THURSDAY,THURSDAY,TP
continuous_1501_S7_strategy2.npz,13349–17580,BLUE,BLUE,TP
continuous_1501_S7_strategy2.npz,13500–16200,—,MILK,FP
continuous_1501_S7_strategy2.npz,17580–22287,FIVE,FIVE,TP
continuous_1501_S7_strategy2.npz,22287–26952,NO,NO,TP
continuous_1502_S7_strategy2.npz,0–4465,SEVEN,SEVEN,TP
continuous_1502_S7_strategy2.npz,4465–9087,HOW ARE YOU,HOW ARE YOU,TP
continuous_1502_S7_strategy2.npz,9087–13285,LIGHT,LIGHT,TP
continuous_1502_S7_strategy2.npz,13285–17917,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_1502_S7_strategy2.npz,17917–22182,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_1503_S7_strategy2.npz,0–4970,WEDNESDAY,WEDNESDAY,TP
continuous_1503_S7_strategy2.npz,3133–6266,—,SIX,FP
continuous_1503_S7_strategy2.npz,4970–9249,UNCLE,UNCLE,TP
continuous_1503_S7_strategy2.npz,9249–13480,SPAGHETTI,SPAGHETTI,TP
continuous_1503_S7_strategy2.npz,12533–15666,—,SHRIMP,FP
continuous_1503_S7_strategy2.npz,13480–17645,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_1503_S7_strategy2.npz,17645–21876,BEER,BEER,TP
continuous_1504_S7_strategy2.npz,0–4232,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_1504_S7_strategy2.npz,2700–5400,—,YES,FP
continuous_1504_S7_strategy2.npz,4232–9103,EIGHT,EIGHT,TP
continuous_1504_S7_strategy2.npz,8133–10833,—,NO,FP
continuous_1504_S7_strategy2.npz,9103–13135,AUGUST,AUGUST,TP
continuous_1504_S7_strategy2.npz,13135–17400,DEAF,—,FN
continuous_1504_S7_strategy2.npz,13533–16266,—,MAY,FP
continuous_1504_S7_strategy2.npz,16266–18966,—,DEAF,FP
continuous_1504_S7_strategy2.npz,17400–21665,COFFEE,COFFEE,TP
continuous_1505_S7_strategy2.npz,0–4674,EIGHT,EIGHT,TP
continuous_1505_S7_strategy2.npz,3000–6000,—,YESTERDAY,FP
continuous_1505_S7_strategy2.npz,4674–8918,YESTERDAY,—,FN
continuous_1505_S7_strategy2.npz,6000–9000,—,AUNTIE,FP
continuous_1505_S7_strategy2.npz,8918–13117,JULY,JULY,TP
continuous_1505_S7_strategy2.npz,13117–17348,CHICKEN,CHICKEN,TP
continuous_1505_S7_strategy2.npz,17348–21755,HELLO,HELLO,TP
continuous_1505_S7_strategy2.npz,21000–24000,—,TEA,FP
continuous_1505_S7_strategy2.npz,21755–26020,TEA,—,FN
continuous_1505_S7_strategy2.npz,24000–27000,—,JUICE,FP
continuous_1505_S7_strategy2.npz,26020–30233,DAUGHTER,DAUGHTER,TP
continuous_1506_S7_strategy2.npz,0–4237,THURSDAY,THURSDAY,TP
continuous_1506_S7_strategy2.npz,4237–8448,MOTHER,MOTHER,TP
continuous_1506_S7_strategy2.npz,8448–12679,SUGAR,SUGAR,TP
continuous_1506_S7_strategy2.npz,12679–16944,GIRL,GIRL,TP
continuous_1506_S7_strategy2.npz,14433–19233,—,YES,FP
continuous_1506_S7_strategy2.npz,16944–21585,SEVEN,SEVEN,TP
continuous_1507_S7_strategy2.npz,0–4231,MAN,MAN,TP
continuous_1507_S7_strategy2.npz,2366–4733,—,ORANGE,FP
continuous_1507_S7_strategy2.npz,4231–9201,DECEMBER,DECEMBER,TP
continuous_1507_S7_strategy2.npz,7100–9466,—,BLIND,FP
continuous_1507_S7_strategy2.npz,9201–13432,VIOLET,VIOLET,TP
continuous_1507_S7_strategy2.npz,13432–17364,TOMORROW,TOMORROW,TP
continuous_1507_S7_strategy2.npz,17364–21629,COLD,COLD,TP
continuous_1507_S7_strategy2.npz,21333–23700,—,KNOW,FP
continuous_1507_S7_strategy2.npz,21629–26527,DON'T KNOW,DON’T KNOW,TP
continuous_1507_S7_strategy2.npz,26527–30773,DAUGHTER,DAUGHTER,TP
continuous_1508_S7_strategy2.npz,0–4244,MOTHER,MOTHER,TP
continuous_1508_S7_strategy2.npz,4244–8877,UNDERSTAND,UNDERSTAND,TP
continuous_1508_S7_strategy2.npz,8877–13142,YELLOW,YELLOW,TP
continuous_1508_S7_strategy2.npz,13142–17373,RICE,RICE,TP
continuous_1508_S7_strategy2.npz,15766–18933,—,JANUARY,FP
continuous_1508_S7_strategy2.npz,17373–22047,MARCH,MARCH,TP
continuous_1509_S7_strategy2.npz,0–855,NOVEMBER,—,FN
continuous_1509_S7_strategy2.npz,855–5120,NO SUGAR,NO SUGAR,TP
continuous_1509_S7_strategy2.npz,5120–9706,HELLO,HELLO,TP
continuous_1509_S7_strategy2.npz,9706–13971,BROWN,BROWN,TP
continuous_1509_S7_strategy2.npz,13971–18513,EIGHT,EIGHT,TP
continuous_1510_S7_strategy2.npz,0–4641,SIX,SIX,TP
continuous_1510_S7_strategy2.npz,4641–8872,SHRIMP,SHRIMP,TP
continuous_1510_S7_strategy2.npz,8872–13670,KNOW,KNOW,TP
continuous_1510_S7_strategy2.npz,13670–17836,COUSIN,COUSIN,TP
continuous_1510_S7_strategy2.npz,17836–22101,DARK,DARK,TP
continuous_1511_S7_strategy2.npz,0–4232,GOOD EVENING,GOOD EVENING,TP
continuous_1511_S7_strategy2.npz,2700–8133,—,GRANDMOTHER,FP
continuous_1511_S7_strategy2.npz,4232–8497,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_1511_S7_strategy2.npz,8497–12775,SUNDAY,SUNDAY,TP
continuous_1511_S7_strategy2.npz,12775–17006,SPAGHETTI,SPAGHETTI,TP
continuous_1511_S7_strategy2.npz,17006–21713,EIGHT,EIGHT,TP
continuous_1512_S7_strategy2.npz,0–4199,DEAF BLIND,DEAF BLIND,TP
continuous_1512_S7_strategy2.npz,4199–8464,LONGANISA,LONGANISA,TP
continuous_1512_S7_strategy2.npz,8464–12708,YESTERDAY,YESTERDAY,TP
continuous_1512_S7_strategy2.npz,12708–17283,APRIL,APRIL,TP
continuous_1512_S7_strategy2.npz,17283–21349,FAST,FAST,TP
continuous_1512_S7_strategy2.npz,21349–26154,TEN,TEN,TP
continuous_1513_S7_strategy2.npz,0–4937,JUNE,JUNE,TP
continuous_1513_S7_strategy2.npz,4937–9202,BLIND,BLIND,TP
continuous_1513_S7_strategy2.npz,9202–13433,BROWN,BROWN,TP
continuous_1513_S7_strategy2.npz,13433–17912,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_1513_S7_strategy2.npz,17366–20833,—,GIRL,FP
continuous_1513_S7_strategy2.npz,17912–22543,SLOW,SLOW,TP
continuous_1513_S7_strategy2.npz,22543–26774,COLD,COLD,TP
continuous_1513_S7_strategy2.npz,26774–31481,NINE,NINE,TP
continuous_1514_S7_strategy2.npz,0–4099,BEER,BEER,TP
continuous_1514_S7_strategy2.npz,2700–5433,—,FISH,FP
continuous_1514_S7_strategy2.npz,4099–8265,FISH,—,FN
continuous_1514_S7_strategy2.npz,5433–8166,—,MAN,FP
continuous_1514_S7_strategy2.npz,8166–13600,—,ORANGE,FP
continuous_1514_S7_strategy2.npz,8265–12530,MAN,—,FN
continuous_1514_S7_strategy2.npz,12530–16808,FATHER,FATHER,TP
continuous_1514_S7_strategy2.npz,16333–19066,—,PARENTS,FP
continuous_1514_S7_strategy2.npz,16808–21745,NOVEMBER,NOVEMBER,TP
continuous_1515_S7_strategy2.npz,0–4698,WRONG,WRONG,TP
continuous_1515_S7_strategy2.npz,4698–8730,WEDNESDAY,WEDNESDAY,TP
continuous_1515_S7_strategy2.npz,8730–12895,BROWN,BROWN,TP
continuous_1515_S7_strategy2.npz,11133–14833,—,BOY,FP
continuous_1515_S7_strategy2.npz,12895–17160,BOY,—,FN
continuous_1515_S7_strategy2.npz,14833–18533,—,SEE YOU TOMORROW,FP
continuous_1515_S7_strategy2.npz,17160–21782,SEE YOU TOMORROW,—,FN
continuous_1515_S7_strategy2.npz,21782–25715,HOT,HOT,TP
continuous_1515_S7_strategy2.npz,25715–29959,FATHER,FATHER,TP
continuous_1516_S7_strategy2.npz,0–4279,COUSIN,COUSIN,TP
continuous_1516_S7_strategy2.npz,4279–8829,HOW ARE YOU,HOW ARE YOU,TP
continuous_1516_S7_strategy2.npz,8200–10933,—,SATURDAY,FP
continuous_1516_S7_strategy2.npz,8829–13073,SATURDAY,—,FN
continuous_1516_S7_strategy2.npz,10933–13666,—,JANUARY,FP
continuous_1516_S7_strategy2.npz,13073–17812,MARCH,MARCH,TP
continuous_1516_S7_strategy2.npz,16400–19133,—,JANUARY,FP
continuous_1516_S7_strategy2.npz,17812–22077,DARK,DARK,TP
continuous_1517_S7_strategy2.npz,0–4244,SUNDAY,SUNDAY,TP
continuous_1517_S7_strategy2.npz,4244–8377,NO,NO,TP
continuous_1517_S7_strategy2.npz,8377–12476,BREAD,BREAD,TP
continuous_1517_S7_strategy2.npz,11300–15066,—,RED,FP
continuous_1517_S7_strategy2.npz,12476–16675,HARD OF HEARING,HARD OF HEARING,TP
continuous_1517_S7_strategy2.npz,16675–20886,MOTHER,MOTHER,TP
continuous_1517_S7_strategy2.npz,20886–25856,JUNE,JUNE,TP
continuous_1517_S7_strategy2.npz,25856–30121,WINE,WINE,TP
continuous_1518_S7_strategy2.npz,0–4466,GOOD MORNING,GOOD MORNING,TP
continuous_1518_S7_strategy2.npz,2800–5600,—,EIGHT,FP
continuous_1518_S7_strategy2.npz,4466–9173,NINE,NINE,TP
continuous_1518_S7_strategy2.npz,8400–11200,—,NO,FP
continuous_1518_S7_strategy2.npz,9173–13404,MILK,MILK,TP
continuous_1518_S7_strategy2.npz,13404–18078,FEBRUARY,FEBRUARY,TP
continuous_1518_S7_strategy2.npz,18078–22324,COUSIN,COUSIN,TP
continuous_1519_S7_strategy2.npz,0–4707,TEN,TEN,TP
continuous_1519_S7_strategy2.npz,4707–8938,LIGHT,LIGHT,TP
continuous_1519_S7_strategy2.npz,6600–9900,—,PINK,FP
continuous_1519_S7_strategy2.npz,8938–14105,FEBRUARY,FEBRUARY,TP
continuous_1519_S7_strategy2.npz,14105–18803,YES,YES,TP
continuous_1519_S7_strategy2.npz,18803–23034,BOY,BOY,TP
continuous_1520_S7_strategy2.npz,0–4232,SIX,SIX,TP
continuous_1520_S7_strategy2.npz,2133–4266,—,SEVEN,FP
continuous_1520_S7_strategy2.npz,4232–8830,YES,YES,TP
continuous_1520_S7_strategy2.npz,4266–6400,—,NO,FP
continuous_1520_S7_strategy2.npz,8830–13061,LONGANISA,LONGANISA,TP
continuous_1520_S7_strategy2.npz,13061–17293,FEBRUARY,FEBRUARY,TP
continuous_1520_S7_strategy2.npz,17293–21558,ORANGE,ORANGE,TP
continuous_1520_S7_strategy2.npz,21333–23466,—,GIRL,FP
continuous_1520_S7_strategy2.npz,21558–25623,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_1521_S7_strategy2.npz,0–4231,GRAY,GRAY,TP
continuous_1521_S7_strategy2.npz,3066–6133,—,COFFEE,FP
continuous_1521_S7_strategy2.npz,4231–8462,COFFEE,—,FN
continuous_1521_S7_strategy2.npz,8462–12761,BOY,BOY,TP
continuous_1521_S7_strategy2.npz,12761–17168,HELLO,HELLO,TP
continuous_1521_S7_strategy2.npz,17168–21446,TOMORROW,TOMORROW,TP
continuous_1521_S7_strategy2.npz,21446–25988,TEN,TEN,TP
continuous_1521_S7_strategy2.npz,25988–30925,DECEMBER,DECEMBER,TP
continuous_1522_S7_strategy2.npz,0–4674,FEBRUARY,FEBRUARY,TP
continuous_1522_S7_strategy2.npz,2533–5100,—,BROWN,FP
continuous_1522_S7_strategy2.npz,4674–8939,BROWN,—,FN
continuous_1522_S7_strategy2.npz,5100–7633,—,COLD,FP
continuous_1522_S7_strategy2.npz,7633–10200,—,MILK,FP
continuous_1522_S7_strategy2.npz,8939–13170,COLD,—,FN
continuous_1522_S7_strategy2.npz,10200–12733,—,TOMORROW,FP
continuous_1522_S7_strategy2.npz,12733–15300,—,TEN,FP
continuous_1522_S7_strategy2.npz,13170–17448,TOMORROW,—,FN
continuous_1522_S7_strategy2.npz,15300–17833,—,DEAF,FP
continuous_1522_S7_strategy2.npz,17448–22023,FAST,FAST,TP
continuous_1522_S7_strategy2.npz,20400–22933,—,DEAF,FP
continuous_1522_S7_strategy2.npz,22023–26269,UNCLE,UNCLE,TP
continuous_1522_S7_strategy2.npz,26269–30500,MEAT,MEAT,TP
continuous_1523_S7_strategy2.npz,0–4798,UNDERSTAND,UNDERSTAND,TP
continuous_1523_S7_strategy2.npz,2800–5633,—,DON’T UNDERSTAND,FP
continuous_1523_S7_strategy2.npz,4798–9063,WHITE,WHITE,TP
continuous_1523_S7_strategy2.npz,8466–11300,—,COFFEE,FP
continuous_1523_S7_strategy2.npz,9063–13328,COFFEE,—,FN
continuous_1523_S7_strategy2.npz,11300–14100,—,SPAGHETTI,FP
continuous_1523_S7_strategy2.npz,13328–17593,CRAB,CRAB,TP
continuous_1523_S7_strategy2.npz,17593–22563,WEDNESDAY,WEDNESDAY,TP
continuous_1524_S7_strategy2.npz,0–4698,YES,YES,TP
